query,function_call
So sánh các dự án giúp tôi với tháng 12 năm ngoái.,"compare(departments='hr', content='project', id='project_944', type_of_time='month', specific_time='2025-06-01')"
Bạn có thể dự đoán nhiệm vụ giúp tôi không? ba tháng gần đây.,"predict(departments='finance', content='task', id='task_319', type_of_time='range', specific_time='2025-06-04 to 2025-06-30')"
Bạn có thể giúp tôi thêm dự án không?,"add(departments='employee', content='project', id='project_141', type_of_time='month', specific_time='2025-06-01')"
Bạn kiểm tra giúp tôi nhân viên nhé ba tháng gần đây.,"get(departments='accountant', content='employee', id='employee_264', type_of_time='range', specific_time='2025-05-15 to 2025-06-01')"
Bạn có thể xóa nghỉ phép giùm tôi không?,"delete(departments='hr', content='leave_request', id='leave_request_113', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết sự khác biệt giữa các hiệu suất từ đầu tháng đến nay.,"compare(departments='accountant', content='performance', id='performance_357', type_of_time='range', specific_time='2025-06-08 to 2025-07-01')"
Bạn có thể dự đoán hiệu suất giúp tôi không? hôm nay.,"predict(departments='accountant', content='performance', id='performance_470', type_of_time='day', specific_time='2024-07-18')"
Bạn có thể giúp tôi thêm nhiệm vụ không?,"add(departments='manager', content='task', id='task_474', type_of_time='year', specific_time='2025-01-01')"
Tôi cần tra cứu dự án năm 2025.,"get(departments='employee', content='project', id='project_22', type_of_time='year', specific_time='2025-01-01')"
Tôi cần hủy báo cáo.,"delete(departments='hr', content='report', id='report_743', type_of_time='year', specific_time='2025-01-01')"
Bạn giúp tôi so sánh các nhiệm vụ này nhé ngày 15 tháng 5.,"compare(departments='hr', content='task', id='task_482', type_of_time='day', specific_time='2024-11-13')"
Tôi muốn biết dự báo về nhiệm vụ tháng 5 năm nay.,"predict(departments='employee', content='task', id='task_491', type_of_time='month', specific_time='2025-06-01')"
Mình cần tạo mới một hiệu suất.,"add(departments='accountant', content='performance', id='performance_743', type_of_time='year', specific_time='2025-01-01')"
Tôi cần tra cứu báo cáo hai tuần qua.,"get(departments='accountant', content='report', id='report_48', type_of_time='range', specific_time='2025-05-17 to 2025-06-16')"
Làm ơn gỡ bỏ nhân viên này giúp tôi.,"delete(departments='employee', content='employee', id='employee_441', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết sự khác biệt giữa các nhiệm vụ hôm qua.,"compare(departments='hr', content='task', id='task_940', type_of_time='day', specific_time='2024-08-19')"
Mình cần ước tính báo cáo trong thời gian tới hôm nay.,"predict(departments='employee', content='report', id='report_481', type_of_time='day', specific_time='2024-08-15')"
Bạn có thể giúp tôi thêm chấm công không?,"add(departments='manager', content='attendance', id='attendance_119', type_of_time='day', specific_time='2025-01-10')"
Bạn kiểm tra giúp tôi báo cáo nhé năm ngoái.,"get(departments='finance', content='report', id='report_87', type_of_time='year', specific_time='2025-01-01')"
Tôi cần hủy nghỉ phép.,"delete(departments='accountant', content='leave_request', id='leave_request_307', type_of_time='month', specific_time='2025-06-01')"
Mình cần so sánh tình trạng nhiệm vụ ba tháng gần đây.,"compare(departments='accountant', content='task', id='task_284', type_of_time='range', specific_time='2025-05-12 to 2025-06-11')"
Bạn có thể dự đoán nhân viên giúp tôi không? tháng 6.,"predict(departments='hr', content='employee', id='employee_248', type_of_time='month', specific_time='2025-06-01')"
Bạn có thể giúp tôi thêm dự án không?,"add(departments='finance', content='project', id='project_195', type_of_time='day', specific_time='2025-03-02')"
Tôi cần tra cứu dự án ngày 15 tháng 5.,"get(departments='manager', content='project', id='project_446', type_of_time='day', specific_time='2025-01-16')"
Tôi cần hủy chấm công.,"delete(departments='finance', content='attendance', id='attendance_180', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn biết sự khác biệt giữa các nhiệm vụ ba tháng gần đây.,"compare(departments='manager', content='task', id='task_169', type_of_time='range', specific_time='2025-05-25 to 2025-06-14')"
Bạn có thể cho biết dự đoán của báo cáo không? từ đầu tháng đến nay.,"predict(departments='manager', content='report', id='report_151', type_of_time='range', specific_time='2025-05-25 to 2025-06-03')"
Bạn có thể giúp tôi thêm hóa đơn không?,"add(departments='manager', content='invoice', id='invoice_382', type_of_time='day', specific_time='2024-09-23')"
Mình muốn biết tình hình nhiệm vụ trong quý trước.,"get(departments='employee', content='task', id='task_704', type_of_time='range', specific_time='2025-06-05 to 2025-06-30')"
Tôi muốn xóa dự án.,"delete(departments='finance', content='project', id='project_185', type_of_time='range', specific_time='2025-06-06 to 2025-06-11')"
Tôi muốn đối chiếu dự án hôm nay.,"compare(departments='finance', content='project', id='project_621', type_of_time='day', specific_time='2024-08-06')"
Mình cần ước tính nhân viên trong thời gian tới tháng 6.,"predict(departments='hr', content='employee', id='employee_843', type_of_time='month', specific_time='2025-06-01')"
Bạn có thể giúp tôi thêm dự án không?,"add(departments='finance', content='project', id='project_382', type_of_time='year', specific_time='2025-01-01')"
Bạn kiểm tra giúp tôi nghỉ phép nhé hôm qua.,"get(departments='employee', content='leave_request', id='leave_request_278', type_of_time='day', specific_time='2024-11-22')"
Tôi cần hủy nghỉ phép.,"delete(departments='finance', content='leave_request', id='leave_request_215', type_of_time='day', specific_time='2024-08-24')"
So sánh các hiệu suất giúp tôi với năm 2024.,"compare(departments='manager', content='performance', id='performance_588', type_of_time='year', specific_time='2025-01-01')"
Bạn có thể cho biết dự đoán của hóa đơn không? hai tuần qua.,"predict(departments='employee', content='invoice', id='invoice_387', type_of_time='range', specific_time='2025-05-25 to 2025-06-01')"
Tôi muốn thêm báo cáo.,"add(departments='finance', content='report', id='report_925', type_of_time='month', specific_time='2025-06-01')"
Bạn kiểm tra giúp tôi hóa đơn nhé năm ngoái.,"get(departments='hr', content='invoice', id='invoice_95', type_of_time='year', specific_time='2025-01-01')"
Mình muốn loại bỏ hóa đơn khỏi hệ thống.,"delete(departments='accountant', content='invoice', id='invoice_262', type_of_time='day', specific_time='2024-11-01')"
Tôi muốn biết sự khác biệt giữa các hiệu suất năm 2025.,"compare(departments='hr', content='performance', id='performance_705', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết dự báo về hóa đơn năm 2025.,"predict(departments='manager', content='invoice', id='invoice_769', type_of_time='year', specific_time='2025-01-01')"
Làm ơn thêm một hóa đơn mới giúp tôi.,"add(departments='hr', content='invoice', id='invoice_302', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn xem thông tin báo cáo ba tháng gần đây.,"get(departments='manager', content='report', id='report_514', type_of_time='range', specific_time='2025-06-04 to 2025-06-24')"
Bạn có thể xóa nhân viên giùm tôi không?,"delete(departments='manager', content='employee', id='employee_157', type_of_time='range', specific_time='2025-05-11 to 2025-06-03')"
Tôi muốn đối chiếu nghỉ phép năm 2025.,"compare(departments='manager', content='leave_request', id='leave_request_943', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết dự báo về hóa đơn năm 2025.,"predict(departments='accountant', content='invoice', id='invoice_375', type_of_time='year', specific_time='2025-01-01')"
Bạn có thể giúp tôi thêm nhiệm vụ không?,"add(departments='accountant', content='task', id='task_864', type_of_time='range', specific_time='2025-05-20 to 2025-05-23')"
Tôi cần tra cứu hiệu suất ngày 15 tháng 5.,"get(departments='employee', content='performance', id='performance_636', type_of_time='day', specific_time='2024-10-01')"
Tôi muốn xóa hiệu suất.,"delete(departments='hr', content='performance', id='performance_906', type_of_time='day', specific_time='2024-08-30')"
Bạn giúp tôi so sánh các nhiệm vụ này nhé ngày mai.,"compare(departments='accountant', content='task', id='task_157', type_of_time='day', specific_time='2025-01-28')"
Cho tôi dự đoán về hiệu suất tháng 12 năm ngoái.,"predict(departments='accountant', content='performance', id='performance_400', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn đăng ký hóa đơn.,"add(departments='employee', content='invoice', id='invoice_576', type_of_time='range', specific_time='2025-06-03 to 2025-06-27')"
Tôi cần tra cứu báo cáo năm tới.,"get(departments='hr', content='report', id='report_720', type_of_time='year', specific_time='2025-01-01')"
Mình muốn loại bỏ hóa đơn khỏi hệ thống.,"delete(departments='finance', content='invoice', id='invoice_31', type_of_time='range', specific_time='2025-06-05 to 2025-06-23')"
Bạn giúp tôi so sánh các nghỉ phép này nhé năm ngoái.,"compare(departments='manager', content='leave_request', id='leave_request_506', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết dự báo về nghỉ phép ngày 1 tháng 6.,"predict(departments='manager', content='leave_request', id='leave_request_707', type_of_time='day', specific_time='2024-08-27')"
Bạn có thể giúp tôi thêm nhân viên không?,"add(departments='finance', content='employee', id='employee_415', type_of_time='range', specific_time='2025-05-12 to 2025-05-31')"
Bạn kiểm tra giúp tôi dự án nhé năm nay.,"get(departments='finance', content='project', id='project_403', type_of_time='year', specific_time='2025-01-01')"
Làm ơn gỡ bỏ dự án này giúp tôi.,"delete(departments='manager', content='project', id='project_872', type_of_time='month', specific_time='2025-06-01')"
